text,label,department
Unauthorized construction at Market Area violates building regulations and blocks sunlight to nearby homes. Local shops are losing business due to this. Please consider for future maintenance Photos can be provided on request.,later,civil
Motorbike snatching occurred at Near City Park; CCTV and quick response required. This is causing significant inconvenience to residents. Request to address when possible,neutral,crime
There have been repeated thefts in 5th Cross; increased police patrolling requested. Children and patients are particularly impacted. Can be scheduled later Please coordinate with the local ward member.,later,crime
Public structure at Market Area needs inspection and repair; cracks appearing on walls. Families and elderly are affected. Routine attention is fine,later,civil
Public toilets at Temple Street are unusable and improperly maintained; request cleaning and repair. This is causing significant inconvenience to residents. Can be scheduled later We request a technician visit during office hours.,later,sanitation
Open drains cloggedat Lake Road create breeding grounds for mosquitoes.,later,sanitation
Suggestion to resolve public toilet maintenance in main road.,neutral,sanitation
Frequent power cuts in 5th Cross disrupt businesses and studies. Need immediate repair tot ransformer. Can be scheduled later We request a technician visit during office hours.,later,electricity
There have been repeated thefts in Industrial Area; increased police patrolling requested. Families and elderly are affected. Please fix immediately Please coordinate with the local ward member.,urgent,crime
Future requirement for sports ground request in market area.,later,roads
Public toilets at Lake Road are unusable and improperly maintained; request cleaning and repair. Families and elderly are affected. Urgent action needed,urgent,sanitation
Drinking water supply has been stopped for days in Lake Road. Residents are without water for cooking and bathing. Families and elderly are affected. Can be scheduled later Photos can be provided on request.,later,water
Garbage collection is irregular in Sector 5; heaps of waste attract pests and foul smell. Local shops are losing business due to this. Can be scheduled later,later,sanitation
Street lights are not working on 5th Cross at night causing safety hazards. This is causing significant inconvenience to residents. Can be scheduled later Please coordinate with the local ward member.,later,electricity
Motorbike snatching occurred at Market Area; CCTV and quick response required. Families and elderly are affected. Routine attention is fine,later,crime
Motorbike snatching occurred at Temple Street; CCTV and quick response required. Local shops are losing business due to this. We request a technician visit during office hours.,later,crime
There have been repeated thefts in MG Road; increased police patrolling requested. Please look into this,neutral,crime
Need improvement in streetlight failure at market area.,neutral,roads
Open drains clogged at MG Road create breeding grounds for mosquitoes. Please take necessary steps Photos can be provided on request.,neutral,sanitation
Request for sports ground request at market area.,neutral,roads
"A burst water pipe at 5th Cross floods the road and affects nearby homes. Children and patients are particularly impacted. Not urgent, can wait Please coordinate with the local ward member.",later,water
A fallen electric pole on River Side poses a danger; urgent fix required. Families and elderly are affected. Please consider for future maintenance We request a technician visit during office hours.,later,electricity
A fallen electric pole on Sector 5 poses a danger; urgent fix required. Children and patients are particularly impacted. Please consider for future maintenance,later,electricity
Public toilets at Old Bus Stand are unusable and improperly maintained; request cleaning and repair. This is causing significant inconvenience to residents. Please consider for future maintenance,later,sanitation
Public toilets at Lake Road are unusable and improperly maintained; request cleaning and repair. This requires immediate attention Please coordinate with the local ward member.,urgent,sanitation
Motorbike snatching occurred at Sector 5; CCTV and quick response required. Children and patients are particularly impacted. Request to address when possible,neutral,crime
"Motorbike snatching occurred at Industrial Area; CCTV and quick response required. Not urgent, can wait",later,crime
A fallen electric pole on 5th Cross poses a danger; urgent fix required. Local shops are losing business due to this. Kindly investigate the matter,neutral,electricity
Harassment incident reported at 5th Cross; request police action and investigation. Families and elderly are affected. Please fix immediately,urgent,crime
Open drains clogged at Industrial Area create breeding grounds for mosquitoes. This is causing significant inconvenience to residents. Please fix immediately,urgent,sanitation
Public structure at MG Road needs inspection and repair; cracks appearing on walls. Families and elderly are affected. Request to address when possible,neutral,civil
Request for new project regarding school building damage in main road.,later,roads
Request for new project regarding garbage pileup in main road.,later,roads
Voltage fluctuations are damaging appliances in Lake Road. Request inspection and stabilization of supply. Please take necessary steps Please coordinate with the local ward member.,neutral,electricity
Future requirement for construction of bus stand in market area.,later,civil
Unauthorized construction at 5th Cross violates building regulations and blocks sunlight to nearby homes. Please take necessary steps,neutral,civil
Street lights are not working on Temple Street at night causing safety hazards. Families and elderly are affected. Please consider for future maintenance,later,electricity
Street lights are not working on Industrial Area at night causing safety hazards. This requires immediate attention We request a technician visit during office hours.,urgent,electricity
Dirty water is coming from the tap in River Side. Suspect contamination near the supply source. Can be scheduled later Photos can be provided on request.,later,water
Public structure at Temple Street needs inspection and repair; cracks appearing on walls. Families and elderly are affected. Please consider for future maintenance We request a technician visit during office hours.,later,civil
Delay in issuing building permit for MG Road stalls legitimate construction. Please look into this,neutral,civil
A burst water pipe at Sector 5 floods the road and affects nearby homes. Routine attention is fine,later,water
A fallen electric pole on MG Road poses a danger; urgent fix required. This is causing significant inconvenience to residents. Please take necessary steps,neutral,electricity
Unauthorized construction at Industrial Area violates building regulations and blocks sunlight to nearby homes. This is causing significant inconvenience to residents. Request to address when possible This has been ongoing for weeks.,neutral,civil
Drinking water supply has been stopped for days in Sector 5. Residents are without water for cooking and bathing. This is causing significant inconvenience to residents. This is an emergency Please coordinate with the local ward member.,urgent,water
A fallen electric pole on Old Bus Stand poses a danger; urgent fix required. Children and patients are particularly impacted. Please consider for future maintenance We request a technician visit during office hours.,later,electricity
"Harassment incident reported at Old Bus Stand; request police action and investigation. Not urgent, can wait",later,crime
Public toilets at Near City Park are unusable and improperly maintained; request cleaning and repair. Families and elderly are affected. Please look into this,neutral,sanitation
The road near MG Road is washed away and is impassable during rains; please repair urgently. Kindly investigate the matter,neutral,roads
Sewage overflow at Lake Road contaminates street and poses health risks.,later,sanitation
Street lights are not working on River Side at night causing safety hazards. This is causing significant inconvenience to residents. Can be scheduled later,later,electricity
Suspicious persons and petty crimes reported near Block A; streetlights and patrol needed. This is causing significant inconvenience to residents. Kindly investigate the matter,neutral,crime
Unauthorized construction at Near City Park violates building regulations and blocks sunlight to nearby homes. This is an emergency Please coordinate with the local ward member.,urgent,civil
There have been repeated thefts in Sector 5; increased police patrolling requested. This is an emergency,urgent,crime
Public structure at Sector 5 needs inspection and repair; cracks appearing on walls. This is an emergency We request a technician visit during office hours.,urgent,civil
Harrassment incident reported at Market Area; request police action and investigation. This is causing significant inconvenience to residents. Can be scheduled later Please coordinate with the local ward member.,later,crime
The road near Market Area is washed away and is impassable during rains; please repair urgently. Families and elderly are affected. Please take necessary steps,neutral,roads
There have been repeated thefts in Sector 5; increased police patrolling requested. This is causing significant inconvenience to residents. This requires immediate attention Please coordinate with the local ward member.,urgent,crime
Unauthorized construction at Sector 5 violates building regulations and blocks sunlight to nearby homes. Children and patients are particularly impacted. Urgent action needed Photos can be provided on request.,urgent,civil
A burst water pipe at Sector 5 floods the road and affects nearby homes. Local shops are losing business due to this. Please consider for future maintenance,later,water
Collapsed boundary wall at Near School is a safety risk to children and pedestrians. This is causing significant inconvenience to residents. Kindly investigate the matter,neutral,civil
Large potholes on Block A are causing accidents and vehicle damage; request resurfacing. This is causing significant inconvenience to residents. Kindly investigate the matter,neutral,roads
A burst water pipe at Near School floods the road and affects nearby homes. Families and elderly are affected. Can be scheduled later,later,water
Motorbike snatching occurred at MG Road; CCTV and quick response required.,urgent,crime
Traffic signals at Block A are non-functional leading to congestion and safety issues. Local shops are losing business due to this. Please fix immediately,urgent,roads
Harassment incident reported at Industrial Area; request police action and investigation. Families and elderly are affected. Urgent action needed This has been ongoing for weeks.,urgent,crime
Citizens have requested better bus stand crowding in residential colony.,neutral,water
Long-term development needed: solar street lights installation at highway.,later,roads
Harassment incident reported at Industrial Area; request police action and investigation. This is causing significant inconvenience to residents. Please take necessary steps,neutral,crime
Suspicious persons and petty crimes reported near Sector 5; streetlights and patrol needed. Please take necessary steps,neutral,crime
There have been repeated thefts in 5th Cross; increased police patrolling requested. This is an emergency Please coordinate with the local ward member.,urgent,crime
There have been repeated thefts in Lake Road; increased police patrolling requested. Local shops are losing business due to this. Routine attention is fine Please coordinate with the local ward member.,later,crime
"Motorbike snatching occurred at Block A; CCTV and quick response required. This is causing significant inconvenience to residents. Not urgent, can wait",later,crime
Public toilets at Near City Park are unusable and improperly maintained; request cleaning and repair. Request to address when possible This has been ongoing for weeks.,neutral,sanitation
Delay in issuing building permit for Near City Park stalls legitimate construction. Routine attention is fine,later,civil
Plan to establish school building damage in highway can be considered later.,later,civil
Drinking water supply has been stopped for days in MG Road. Residents are without water for cooking and bathing. This is causing significant inconvenience to residents. Request to address when possible Photos can be provided on request.,neutral,water
Public structure at Block A needs inspection and repair; cracks appearing on walls. Local shops are losing business due to this. Please look into this,neutral,civil
Voltage fluctuations are damaging appliances in River Side. Request inspection and stabilization of supply. Families and elderly are affected.,urgent,electricity
Unauthorized construction at Market Area violates building regulations and blocks sunlight to nearby homes. This is causing significant inconvenience to residents. Request to address when possible,neutral,civil
building public library has created unsafe conditions in main road. Needs urgent fix.,urgent,roads
Unauthorized construction at 5th Cross violates building regulations and blocks sunlight to nearby homes. Local shops are losing business due to this. Please fix immediately,urgent,civil
Public structure at Old Bus Stand needs inspection and repair; cracks appearing on walls. Please take necessary steps We request a technician visit during office hours.,neutral,civil
Sewage overflow at Temple Street contaminates street and poses health risks. This is causing significant inconvenience to residents. Please coordinate with the local ward member.,neutral,sanitation
Delay in issuing building permit for 5th Cross stalls legitimate construction. Children and patients are particularly impacted. Routine attention is fine This has been ongoing for weeks.,later,civil
Suspicious persons and petty crimes reported near Lake Road; streetlights and patrol needed. Urgent action needed We request a technician visit during office hours.,urgent,crime
Garbage collection is irregular in River Side; heaps of waste attract pests and foul smell. Families and elderly are affected. Request to address when possible,neutral,sanitation
Traffic signals at Temple Street are non-functional leading to congestion and safety issues. Request to address when possible We request a technician visit during office hours.,neutral,roads
"There is continuous leakage from the main pipeline on 5th Cross, causing low water pressure and contamination concerns Routine attention is fine",later,water
Public structure at River Side needs inspection and repair; cracks appearing on walls. Local shops are losing business due to this.,later,civil
Open drains clogged at Lake Road create breeding grounds for mosquitoes. Children and patients are particularly impacted. Can be scheduled later Photos can be provided on request.,later,sanitation
Sewage overflow at Temple Street contaminates street and poses health risks. Children and patients are particularly impacted. Can be scheduled later,later,sanitation
Large potholes on Temple Street are causing accidents and vehicle damage; request resurfacing. Urgent action needed Photos can be provided on request.,urgent,roads
The road near Block A is washed away and is impassable during rains; please repair urgently. Families and elderly are affected. Routine attention is fine,later,roads
Large potholes on Near City Park are causing accidents and vehicle damage; request resurfacing. Families and elderly are affected. Urgent action needed,urgent,roads
"A fallen electric pole on Temple Street poses a danger; urgent fix required. Not urgent, can wait",later,electricity
Suspicious persons and petty crimes reported near 5th Cross; streetlights and patrol needed. Families and elderly are affected. Please look into this,neutral,crime
Delay in issuing building permit for Temple Street stalls legitimate construction. Local shops are losing business due to this. Please look into this,neutral,civil
A burst water pipe at Industrial Area floods the road and affects nearby homes. Please take necessary steps,neutral,water
Collapsed boundary wall at MG Road is a safety risk to children and pedestrians. Routine attention is fine,later,civil
A burst water pipe at River Side floods the road and affects nearby homes. Local shops are losing business due to this.,urgent,water
Frequent power cuts in Sector 5 disrupt businesses and studies. Need immediate repair to transformer. Please fix immediately Photos can be provided on request.,urgent,electricity
Motorbike snatching occurred at Industrial Area; CCTV and quick response required. Local shops are losing business due to this. This is an emergency,urgent,crime
Public structure at Market Area needs inspection and repair; cracks appearing on walls. Families and elderly are affected. Kindly investigate the matter,neutral,civil
Delay in issuing building permit for Lake Road stalls legitimate construction. Can be scheduled later,later,civil
Delay in issuing building permit for MG Road stalls legitimate construction.,later,civil
A burst water pipe at Old Bus Stand floods the road and affects nearby homes. Please take necessary steps,neutral,water
Request for need overhead water tank at town.,neutral,water
Collapsed boundary wall at Block A is a safety risk to children and pedestrians. Urgent action needed,urgent,civil
Garbage collection is irregular in Old Bus Stand; heaps oof waste attract pests and foul smell. Please consider for future maintenance,later,sanitation
Sewage overflow at Temple Street contaminates street and poses health risks. Local shops are losing business due to this. Please look into this Photos can be provided on request.,neutral,sanitation
A burst water pipe at Lake Road floods the road and affects nearby homes. This is an emergency Please coordinate with the local ward member.,urgent,water
Sewage overflow at MG Road contaminates street and poses health risks. Local shops are losing business due to this. Please fix immediately,urgent,sanitation
Open drains clogged at 5th Cross create breeding grounds for mosquitoes. Families and elderly are affected. Routine attention is fine Photos can be provided on request.,later,sanitation
Street lights are not working on Near School at night causing safety hazards. Local shops are losing business due to this. Kindly investigate the matter,neutral,electricity
Road construction left debris at Market Area. Vehicles are being damaged frequently. Local shops are losing business due to this. Please fix immediately Photos can be provided on request.,urgent,roads
Street lights are not working on Block A at night causing safety hazards. Families and elderly are affected. Can be scheduled later,later,electricity
Motorbike snatching occurred at River Side; CCTV and quick response required. Children and patients are particularly impacted. Please look into this,neutral,crime
Harassment incident reported at 5th Cross; request police action and investigation. This is causing significant inconvenience to residents. Can be scheduled later,later,crime
Street lights are not working on Near City Park at night causing safety hazards. Children and patients are particularly impacted. Please look into this,neutral,electricity
Suggestion to resolve bus stand crowding in school zone.,neutral,roads
"There is continuous leakage from the main pipeline on Industrial Area, causing low water pressure and contamination concerns. This is causing significant inconvenience to residents. This is an emergency",urgent,water
"There is continuous leakage from the main pipeline on Industrial Area, causing low water pressure and contamination concerns. Families and elderly are affected. Please fix immediately",urgent,water
A burst water pipe at Temple Street floods the road and affects nearby homes. Families and elderly are affected. Request to address when possible,neutral,water
Sewage overflow at 5th Cross contaminates street and poses health risks. This is causing significant inconvenience to residents. This is an emergency,urgent,sanitation
Public structure at River Side needs inspection and repair; cracks appearing on walls. Families and elderly are affected. Please fix immediately Photos can be provided on request.,urgent,civil
"There is continuous leakage from the main pipeline on Old Bus Stand, causing low water pressure and contamination concerns. Local shops are losing business due to this. Please fix immediately",urgent,water
Unauthorized construction at Block A violates building regulations and blocks sunlight to nearby homes. This is causing significant inconvenience to residents. Urgent action needed,urgent,civil
Public toilets at MG Road are unusable and improperly amintained; request cleaning and repair. Kindly investigate the matter,neutral,sanitation
Moderate issue observed: solar street lights installation at highway. Kindly check.,neutral,roads
Public toilets at Sector 5 are unusable and improperly maintained; request cleaning and repair. Families and elderly are affected.,urgent,sanitation
Request for new project regarding hospital medicine shortage in main road.,later,roads
Garbage collection is irregular in Near School; heaps of waste attract pests and foul smell. Children and patients are particularly impacted. Please fix immediately,urgent,sanitation
"Unauthorized construction at Block A violates building regulations and blocks sunlight to nearby homes. This is causing significant inconvenience to residents. Not urgent, can wait",later,civil
Suggestion to resolve sports ground request in market area.,neutral,roads
Frequent power cuts in Temple Street disrupt businesses and studies. Need immediate repair to transformer. Please take necessar ysteps Please coordinate with the local ward member.,neutral,electricity
The road near Near School is washed away and is impassable during rains; please repair urgently. Local shops are losing business due to this. This is an emergency,urgent,roads
Urgent complaint regarding broken road. Needs quick attention at bus stand.,urgent,roads
Public structure at Block A needs inspection and repair; cracks appearing on walls. Local shops are losing business due to this. This is an emergency,urgent,civil
Road construction left debris at MG Road. Vehicles are being damaged frequently. Local shops are losing business due to this. Please fix immediately,urgent,roads
Road construction left debris at River Side. Vehicles are being damaged frequently. Photos can be provided on request.,later,roads
Frequent power cuts in Lake Road disrupt businesses and studies. Need immediate repair to transformer. Families and elderly are affected.,later,electricity
Dirty water is coming from the tap in MG Road. Suspect contamination near the supply source. Kindly investigate the matter,neutral,water
"Traffic signals at Block A are non-functional leading to congestion and safety issues. This is causing significant inconvenience to residents. Not urgent, can wait",later,roads
Citizens have requested better broken road in school zone.,neutral,roads
Collapsed boundary wall at MG Road is a safety risk to children and pedestrians. This is causing significant inconvenience to residents. We request a technician visit during office hours.,urgent,civil
Traffic signals at Lake Road are non-functional leading to congestion and safety issues. Children and patients are particularly impacted. Please consider for future maintenance,later,roads
Drinking water supply has been stopped for days in MG Road. Residents are without water for cooking and bathing. Local shops are losing business due to this. Please look into this,neutral,water
Traffic signals at Lake Road are non-functional leading to congestion and safety issues. Families and elderly are affected. Routine attention is fine,later,roads
Need improvement in public toilet maintenance at market area.,neutral,sanitation
There have been repeated thefts in Near School; increased police patrolling requested. Families and elderly are affected. Please fix immediately This has been ongoing for weeks.,urgent,crime
Collapsed boundary wall at Lake Road is a safety risk to children and pedestrians. Can be scheduled later Photos can be provided on request.,later,civil
"Suspicious persons and petty crimes reported near Market Area; streetlights and patrol needed. Families and elderly are affected. Not urgent, can wait Please coordinate with the local ward member.",later,crime
Public structure at River Side needs inspection and repair; cracks appearing on walls.,later,civil
Public toilets at Temple Street are unusable and improperly maintained; request cleaning and repair. Families and elderly are affected. Please fix immediately,urgent,sanitation
"There is continuous leakage from the main pipeline on Block A, causing low water pressure and contamination concerns. Families and elderly are affected. Request to address when possible",neutral,water
Open drains clogged at Near City Park create breeding grounds for mosquitoes. This is causing significant inconvenience to residents. Please take necessary steps Photos can be provided on request.,neutral,sanitation
Delay in issuing building permit for Near City Park stalls legitimate construction. Families and elderly are affected. Urgent action needed,urgent,civil
Sewage overflow at Block A contaminates street and poses health risks. Please coordinate with the local ward member.,urgent,sanitation
Harassment incident reported at Market Area; request police action and investigation. Families and elderly are affected. Urgent action needed,urgent,crime
Unauthorized construction at Sector 5 violates building regulations and blocks sunlight to nearby homes. This is causing significant inconvenience to residents. Routine attention is fine,later,civil
A fallen electric pole on Industrial Area poses a danger; urgent fix required. Families and elderly are affected. This requires immediate attention,urgent,electricity
Harassment incident reported at Old Bus Stand; request police action and investigation. Photos can be provided on request.,urgent,crime
Voltage fluctuations are damaging appliances in Temple Street. Request inspection and stabilization of supply. Kindly investigate the matter,neutral,electricity
Road construction left debris at Old Bus Stand. Vehicles are being damaged frequently. This is an emergency We request a technician visit during office hours.,urgent,roads
Voltage fluctuations are damaging appliances in Old Bus Stand. Request inspectoin and stabilization of supply. Local shops are losing business due to this. Can be scheduled later,later,electricity
A burst water pipe at Market Area floods the road and affects nearby homes.,neutral,water
Motorbike snatching occurred at Old Bus Stand; CCTV and quick response required. Urgent action needed This has been ongoing for weeks.,urgent,crime
The road near MG Road is washed away and is impassable during rains; please repair urgently. Children and patients are particularly impacted. This is an emergency This has been ongoing for weeks.,urgent,roads
"Drinking water supply has been stopped for days in Near City Park. Residents are without water for cooking and bathing. Not urgent, can wait",later,water
Delay in issuing building permit for 5th Cross stalls legitimate construction. Kindly investigate the matter Please coordinate with the local ward member.,neutral,civil
Street lights are not working on Near City Park at night causing safety hazards. Local shops are losing business due to this. Please fix immediately,urgent,electricity
Public structure at Market Area needs inspection and repair; cracks appearing on walls. Please fix immediately,urgent,civil
Street lights are not working on Near City Park at night causing safety hazards. Local shops are losing business due to this. Please look into this,neutral,electricity
Suggestion to resolve need overhead water tank in city.,neutral,water
Moderate issue observed: broken road at main road. Kindly check.,neutral,roads
Street lights are not working on 5th Cross at night causing safety hazards. Can be scheduled later We request a technician visit during office hours.,later,electricity
Street lights are not working on Sector 5 at night causing safety hazards. Local shops are losing business due to this. Please consider for future maintenance,later,electricity
Frequent power cuts in Temple Street disrupt businesses and studies. Need immediate repair to transformer. Local shops are losing business due to this. Kindly investigate the matter We request a technician visit during office hours.,neutral,electricity
Suspicious persons and petty crimes reported near River Side; streetlights and patrol needed. Please look into this,neutral,crime
Open drains clogged at Old Bus Stand create breeding grounds for mosquitoes. This is causing significant inconvenience to residents. Can be scheduled later,later,sanitation
Harassment incident reported at Near City Park; request police action and investigation. This is causing significant inconvenience to residents. This is an emergency,urgent,crime
Collapsed boundary wall at Market Area is a safety risk to children and pedestrians. Local shops are losing business due to this. Please take necessary steps Please coordinate with the local ward member.,neutral,civil
Public toilets at Near City Park are unusable and improperly maintained; request cleaning and repair. Families and elderly are affected.,neutral,sanitation
"Open drains clogged at River Side create breeding grounds for mosquitoes. This is causing significant inconvenience to residents. Not urgent, can wait",later,sanitation
Sewage overflow at Near School contaminates street and poses health risks. Local shops are losing business due to this. Urgent action needed This has been ongoing for weeks.,urgent,sanitation
There have been repeated thefts in Industrial Area; increased police patrolling requested. This is causing significant inconvenience to residents. Can be scheduled later Please coordinate with the local ward member.,later,crime
Sewage overflow at Near School contaminates street and poses health risks. Can be scheduled later,later,sanitation
Garbage collection is irregular in Near School; heaps of waste attract pests and foul smell. This requires immediate attention Please coordinate with the local ward member.,urgent,sanitation
Street lights are not working on Old Bus Stand at night causing safety hazards. This is causing significant inconvenience to residents. This requires immediate attention,urgent,electricity
Open drains clogged at Old Bus Stand create breeding grounds for mosquitoes. Kindly investigate the matter Please coordinate with the local ward member.,neutral,sanitation
"There is continuous leakage from the main pipeline on Block A, causing low water pressure and contamination concerns. Families and elderly are affected. Routine attention is fine",later,water
Garbage collection is irregular in Near City Park; heaps of waste attract pests and foul smell. This requires immediate attention,urgent,sanitation
Unauthorized construction at Sector 5 violates building regulations and blocks sunlight to nearby homes. Local shops are losing business due to this. Urgent action needed,urgent,civil
Public facing severe issues due to need overhead water tank. Request urgent solution.,urgent,water
Sewage overflow at Industrial Area contaminates street and poses health risks. This is an emergency,urgent,sanitation
"There is continuous leakage from the main pipeline on Temple Street, causing low water pressure and contamination concerns. Local shops are losing business due to this. Kindly investigate the matter",neutral,water
Dirty water is coming from the tap in Sector 5. Suspect contamination near the supply source.,later,water
Harassment incident reported at River Side; request police action and investigation. Local shops are losing business due to this. Kindly investigate the matter,neutral,crime
Open drains clogged at Near School create breeding grounds for mosquitoes. Families and elderly are affected.,neutral,sanitation
Collapsed boundary wall at MG Road is a safety risk to children and pedestrians. Local shops are losing business due to this. Please consider for future maintenance,later,civil
Plan to establish public toilet maintenance in bus stand can be considered later.,later,sanitation
Large potholes on Near School are causing accidents and vehicle damage; request resurfacing. Local shops are losing business due to this. Please take necessary steps Photos can be provided on request.,neutral,roads
Collapsed boundary wall at River Side is a safety risk to children and pedestrians. Routine attention is fine,later,civil
"Serious problem of sewage overflow in residential colony, kindly resolve immediately.",urgent,water
Public toilets at Market Area are unusable and improperly maintained; request cleaning and repair. Local shops are losing business due to this. Urgent action needed Photos can be provided on request.,urgent,sanitation
Collapsed boundary wall at Lake Road is a safety risk to children and pedestrians. Local shops are losing business due to this. Kindly investigate the matter,neutral,civil
Motorbike snatching occurred at Near City Park; CCTV and quick response reuqired. Please take necessary steps This has been ongoing for weeks.,neutral,crime
The road near MG Road is washed away and is impassable during rains; pls repair urgently. Urgent action needed This has been ongoing for weeks.,urgent,roads
Motorbike snatching occurred at Old Bus Stand; CCTV and quick response required. This is an emergency This has been ongoing for weeks.,urgent,crime
Public toilets at Block A are unusable and improperly maintained; request cleaning and repair. Local shops are losing business due to this. Urgent action needed,urgent,sanitation
There have been repeated thefts in Old Bus Stand; increased police patrolling requested. Families and elderly are affected. Can be scheduled later Please coordinate with the local ward member.,later,crime
Request for streetlight failure at residential colony.,neutral,roads
"There is continuous leakage from the main pipeline on River Side, causing low water pressure and contamination concerns. Families and elderly are affected. Please take necessary steps",neutral,water
Delay in issuing building permit for Temple Street stalls legitimate construction. Local shops are losing business due to this. Urgent action needed,urgent,civil
Motorbike snatching occurred at Near School; CCTV and quick response required. This is causing significant inconvenience to residents. This is an emergency,urgent,crime
Open drains clogged at MG Road create breeding grounds for mosquitoes. Families and elderly are affected. Routine attention is fine This has been ongoing for weeks.,later,sanitation
Unauthorized construction at Temple Street violates building regulations and blocks sunlight to nearby homes. Children and patients are particularly impacted. Kindly investigate the matter,neutral,civil
Collapsed boundary wall at Old Bus Stand is a safety risk to children and pedestrians. This is causing significant inconvenience to residents. Please look into this Please coordinate with the local ward member.,neutral,civil
Garbage collection is irregular in Old Bus Stand; heaps of waste attract pests and foul smell. Local shops are losing business due to this. Please look into this,neutral,sanitation
Sewage overflow at Old Bus Stand contaminates street and poses health risks. Local shops are losing business due to this. Please consider for future maintenance,later,sanitation
A fallen electric pole on River Side poses a danger; urgent fix required.,urgent,electricity
Motorbike snatching occurred at Temple Street; CCTV and quick response required. Children and patients are particularly impacted. Please fix immediately,urgent,crime
Suspicious persons and petty crimes reported near Old Bus Stand; streetlights and patrol needed. Families and elderly are affected. Please look into this Please coordinate with the local ward member.,neutral,crime
Unauthorized construction at MG Road violates building regulations and blocks sunlight to nearby homes. Local shops are losing business due to this. Can be scheduled later We request a technician visit during office hours.,later,civil
Sewage overflow at Near City Park contaminates street and poses health risks. Local shops are losing business due to this. Routine attention is fine We request a technician visit during office hours.,later,sanitation
Delay in issuing building permit for Sector 5 stalls legitimate construction. Children and patients are particularly impacted. This is an emergency,urgent,civil
Suspicious persons and petty crimes reported near Near School; streetlights and patrol needed. This is causing significant inconvenience to residents. This is an emergency We request a technician visit during office hours.,urgent,crime
Motorbike snatching occurred at Market Area; CCTV and quick response required. Urgent action needed We request a technician visit during office hours.,urgent,crime
Motorbike snatching occurred at 5th Cross; CCTV and quick response required. Please look into this We request a technician visit during office hours.,neutral,crime
Suspicious persons and petty crimes reported near Sector 5; streetlights and patrol needed. Local shops are losing business due to this. This is an emergency,urgent,crime
Garbage collection is irregular in 5th Cross; heapso f waste attract pests and foul smell.,urgent,sanitation
A fallen electric pole on Old Bus Stand poses a danger; urgent fix required. Families and elderly are affected.,later,electricity
Frequent power cuts in Sector 5 disrupt businesses and studies. Need immediate repair to transformer. This is causing significant inconvenience to residents. This is an emergency,urgent,electricity
Harassment incident reported at 5th Cross; request police action and investigation. Children and patients are particularly impacted. Please look into this,neutral,crime
Motorbike snatching occurred at Old Bus Stand; CCTV and quick response required. Children and patients are particularly impacted. Please consider for future maintenance Photos can be provided on request.,later,crime
Collapsed boundary wall at River Side is a safety risk to children and pedestrians. Families and elderly are affected.,urgent,civil
Street lights are not working on Block A at night causing safety hazards. Local shops are losing business due to this. Please consider for future maintenance We request a technician visit during office hours.,later,electricity
Voltage fluctuations are damaging appliances in River Side. Request inspection and stabilization of supply. This is causing significant inconvenience to residents.,neutral,electricity
Voltage fluctuations are damaging appliances in Near School. Request inspection and stabilization of supply. Families and elderly are affected. Kindly investigate the matter,neutral,electricity
Dirty water is coming from the tap in Temple Street. Suspect contamination near the supply source. Local shops are losing business due to this. Please look into this,neutral,water
Delay in issuing building permit for Old Bus Stand stalls legitimate construction. Families and elderly are affected. This is an emergency Please coordinate with the local ward member.,urgent,civil
Moderate issue observed: public toilet maintenance at school zone. Kindly check.,neutral,sanitation
Voltage fluctuations are damaging appliances in Old Bus Stand. Request inspection and stabilization of supply. Families and elderly are affected. This is an emergency,urgent,electricity
"Frequent power cuts in Near City Park disrupt businesses and studies. Need immediate repair to transformer. Local shops are losing business due to this. Not urgent, can wait We request a technician visit during office hours.",later,electricity
Moderate issue observed: construction of bus stand at highway. Kindly check.,neutral,civil
Open drains clogged at 5th Cross create breeding grounds for mosquitoes. Kindly investigate the matter,neutral,sanitation
Motorbike snatching occurred at Block A; CCTV and quick response required. Local shops are losing business due to this. This requires immediate attention,urgent,crime
Suspicious persons and petty crimes reported near Near School; streetlights and patrol needed. Urgent action needed,urgent,crime
Plan to establish school building damage in main road can be considered later.,later,roads
Sewage overflow at MG Road contaminates street and poses health risks. Local shops are losing business due to this. Please fix immediately,urgent,sanitation
Collapsed boundary wall at Industrial Area is a safety risk to children and pedestrians. Local shops are losing business due to this. This is an emergency,urgent,civil
Traffic signals at River Side are non-functional leading to congestion and safety issues. Local shops are losing business due to this. Please fix immediately,urgent,roads
"Motorbike snatching occurred at River Side; CCTV and quick response required. Local shops are losing business due to this. Not urgent, can wait We request a technician visit during office hours.",later,crime
Garbage collection is irregular in Market Area; heaps of waste attract pests and foul smell. Children and patients are particularly impacted. Can be scheduled later Photos can be provided on request.,later,sanitation
Request for new project regarding need new school in hospital area.,later,water
Drinking water supply has been stopped for days in MG Road. Residents are without water for cooking and bathing. This is causing significant inconvenience to residents. This requires immediate attention Photos can be provided on request.,urgent,water
Plan to establish solar street lights installation in residential colony can be considered later.,later,roads
The road near River Side is washed away and is impassable during rains; please repair urgently. Urgent action needed,urgent,roads
Sewage overflow at Industrial Area contaminates street and poses health risks. Please look into this Photos can be provided on request.,neutral,sanitation
"There have been repeated thefts in River Side; increased police patrolling requested. Not urgent, can wait We request a technician visit during office hours.",later,crime
Drinking water supply has been stopped for days in River Side. Residents are without water for cooking and bathing. This is an emergency,urgent,water
