text,label
school building damage has created unsafe conditions in town. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in town. Needs urgent fix.,Urgent
"Serious problem of broken road in city, kindly resolve immediately.",Urgent
"Serious problem of broken road in city, kindly resolve immediately.",Urgent
"Serious problem of broken road in highway, kindly resolve immediately.",Urgent
"Serious problem of broken road in hospital area, kindly resolve immediately.",Urgent
"Serious problem of broken road in main road, kindly resolve immediately.",Urgent
"Serious problem of broken road in main road, kindly resolve immediately.",Urgent
"Serious problem of broken road in market area, kindly resolve immediately.",Urgent
"Serious problem of broken road in residential colony, kindly resolve immediately.",Urgent
"Serious problem of broken road in village, kindly resolve immediately.",Urgent
"Serious problem of building public library in city, kindly resolve immediately.",Urgent
"Serious problem of building public library in highway, kindly resolve immediately.",Urgent
"Serious problem of building public library in hospital area, kindly resolve immediately.",Urgent
"Serious problem of building public library in market area, kindly resolve immediately.",Urgent
"Serious problem of building public library in residential colony, kindly resolve immediately.",Urgent
"Serious problem of building public library in school zone, kindly resolve immediately.",Urgent
"Serious problem of building public library in town, kindly resolve immediately.",Urgent
"Serious problem of building public library in village, kindly resolve immediately.",Urgent
"Serious problem of bus stand crowding in highway, kindly resolve immediately.",Urgent
"Serious problem of bus stand crowding in highway, kindly resolve immediately.",Urgent
"Serious problem of bus stand crowding in market area, kindly resolve immediately.",Urgent
"Serious problem of bus stand crowding in town, kindly resolve immediately.",Urgent
"Serious problem of construction of bus stand in highway, kindly resolve immediately.",Urgent
"Serious problem of construction of bus stand in hospital area, kindly resolve immediately.",Urgent
"Serious problem of construction of bus stand in main road, kindly resolve immediately.",Urgent
"Serious problem of construction of bus stand in main road, kindly resolve immediately.",Urgent
"Serious problem of construction of bus stand in school zone, kindly resolve immediately.",Urgent
"Serious problem of construction of bus stand in school zone, kindly resolve immediately.",Urgent
"Serious problem of construction of bus stand in town, kindly resolve immediately.",Urgent
"Serious problem of construction of bus stand in village, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in bus stand, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in highway, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in hospital area, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in market area, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in residential colony, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in school zone, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in town, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in town, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in town, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in village, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in village, kindly resolve immediately.",Urgent
"Serious problem of electricity outage in village, kindly resolve immediately.",Urgent
"Serious problem of garbage pileup in bus stand, kindly resolve immediately.",Urgent
"Serious problem of garbage pileup in bus stand, kindly resolve immediately.",Urgent
"Serious problem of garbage pileup in city, kindly resolve immediately.",Urgent
"Serious problem of garbage pileup in main road, kindly resolve immediately.",Urgent
"Serious problem of garbage pileup in main road, kindly resolve immediately.",Urgent
"Serious problem of garbage pileup in market area, kindly resolve immediately.",Urgent
"Serious problem of garbage pileup in residential colony, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in city, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in city, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in highway, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in highway, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in main road, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in main road, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in residential colony, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in school zone, kindly resolve immediately.",Urgent
"Serious problem of hospital medicine shortage in school zone, kindly resolve immediately.",Urgent
"Serious problem of need new school in bus stand, kindly resolve immediately.",Urgent
"Serious problem of need new school in hospital area, kindly resolve immediately.",Urgent
"Serious problem of need new school in hospital area, kindly resolve immediately.",Urgent
"Serious problem of need new school in market area, kindly resolve immediately.",Urgent
"Serious problem of need new school in school zone, kindly resolve immediately.",Urgent
"Serious problem of need new school in school zone, kindly resolve immediately.",Urgent
"Serious problem of need new school in town, kindly resolve immediately.",Urgent
"Serious problem of need new school in village, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in highway, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in highway, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in hospital area, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in hospital area, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in hospital area, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in main road, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in market area, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in school zone, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in town, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in town, kindly resolve immediately.",Urgent
"Serious problem of need overhead water tank in village, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in bus stand, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in city, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in hospital area, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in hospital area, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in main road, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in market area, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in market area, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in town, kindly resolve immediately.",Urgent
"Serious problem of public toilet maintenance in town, kindly resolve immediately.",Urgent
"Serious problem of school building damage in market area, kindly resolve immediately.",Urgent
"Serious problem of school building damage in town, kindly resolve immediately.",Urgent
"Serious problem of sewage overflow in market area, kindly resolve immediately.",Urgent
"Serious problem of sewage overflow in residential colony, kindly resolve immediately.",Urgent
"Serious problem of sewage overflow in school zone, kindly resolve immediately.",Urgent
"Serious problem of sewage overflow in town, kindly resolve immediately.",Urgent
"Serious problem of sewage overflow in town, kindly resolve immediately.",Urgent
"Serious problem of sewage overflow in village, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in bus stand, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in bus stand, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in highway, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in highway, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in main road, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in market area, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in market area, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in market area, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in residential colony, kindly resolve immediately.",Urgent
"Serious problem of solar street lights installation in residential colony, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in city, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in hospital area, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in hospital area, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in main road, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in market area, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in school zone, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in town, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in town, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in town, kindly resolve immediately.",Urgent
"Serious problem of sports ground request in town, kindly resolve immediately.",Urgent
"Serious problem of streetlight failure in city, kindly resolve immediately.",Urgent
"Serious problem of streetlight failure in hospital area, kindly resolve immediately.",Urgent
"Serious problem of streetlight failure in main road, kindly resolve immediately.",Urgent
"Serious problem of streetlight failure in main road, kindly resolve immediately.",Urgent
"Serious problem of streetlight failure in main road, kindly resolve immediately.",Urgent
"Serious problem of streetlight failure in residential colony, kindly resolve immediately.",Urgent
"Serious problem of streetlight failure in school zone, kindly resolve immediately.",Urgent
"Serious problem of water supply shortage in bus stand, kindly resolve immediately.",Urgent
"Serious problem of water supply shortage in city, kindly resolve immediately.",Urgent
"Serious problem of water supply shortage in main road, kindly resolve immediately.",Urgent
"Serious problem of water supply shortage in school zone, kindly resolve immediately.",Urgent
"Serious problem of water supply shortage in village, kindly resolve immediately.",Urgent
"Serious problem of water supply shortage in village, kindly resolve immediately.",Urgent
"Serious problem of water supply shortage in village, kindly resolve immediately.",Urgent
sewage overflow has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
sewage overflow has created unsafe conditions in city. Needs urgent fix.,Urgent
sewage overflow has created unsafe conditions in hospital area. Needs urgent fix.,Urgent
sewage overflow has created unsafe conditions in main road. Needs urgent fix.,Urgent
sewage overflow has created unsafe conditions in market area. Needs urgent fix.,Urgent
sewage overflow has created unsafe conditions in town. Needs urgent fix.,Urgent
sewage overflow has created unsafe conditions in town. Needs urgent fix.,Urgent
sewage overflow has created unsafe conditions in village. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in city. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in highway. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in highway. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in main road. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in main road. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in market area. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in school zone. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in school zone. Needs urgent fix.,Urgent
solar street lights installation has created unsafe conditions in school zone. Needs urgent fix.,Urgent
sports ground request has created unsafe conditions in highway. Needs urgent fix.,Urgent
sports ground request has created unsafe conditions in highway. Needs urgent fix.,Urgent
sports ground request has created unsafe conditions in market area. Needs urgent fix.,Urgent
sports ground request has created unsafe conditions in market area. Needs urgent fix.,Urgent
sports ground request has created unsafe conditions in market area. Needs urgent fix.,Urgent
sports ground request has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
sports ground request has created unsafe conditions in school zone. Needs urgent fix.,Urgent
streetlight failure has created unsafe conditions in hospital area. Needs urgent fix.,Urgent
streetlight failure has created unsafe conditions in main road. Needs urgent fix.,Urgent
streetlight failure has created unsafe conditions in town. Needs urgent fix.,Urgent
Urgent complaint regarding broken road. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding broken road. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding broken road. Needs quick attention at main road.,Urgent
Urgent complaint regarding broken road. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding broken road. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding broken road. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding broken road. Needs quick attention at school zone.,Urgent
Urgent complaint regarding broken road. Needs quick attention at town.,Urgent
Urgent complaint regarding building public library. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding building public library. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding building public library. Needs quick attention at highway.,Urgent
Urgent complaint regarding building public library. Needs quick attention at highway.,Urgent
Urgent complaint regarding building public library. Needs quick attention at highway.,Urgent
Urgent complaint regarding building public library. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding building public library. Needs quick attention at main road.,Urgent
Urgent complaint regarding building public library. Needs quick attention at town.,Urgent
Urgent complaint regarding building public library. Needs quick attention at town.,Urgent
Urgent complaint regarding building public library. Needs quick attention at town.,Urgent
Urgent complaint regarding building public library. Needs quick attention at town.,Urgent
Urgent complaint regarding building public library. Needs quick attention at village.,Urgent
Urgent complaint regarding building public library. Needs quick attention at village.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at city.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at highway.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at highway.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at main road.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at school zone.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at town.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at town.,Urgent
Urgent complaint regarding bus stand crowding. Needs quick attention at town.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at city.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at main road.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at market area.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at market area.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at market area.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding construction of bus stand. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding electricity outage. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding electricity outage. Needs quick attention at highway.,Urgent
Urgent complaint regarding electricity outage. Needs quick attention at school zone.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at city.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at highway.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at main road.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at main road.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at market area.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at market area.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at school zone.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at school zone.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at town.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at town.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at town.,Urgent
Urgent complaint regarding garbage pileup. Needs quick attention at village.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at city.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at town.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at town.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at town.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at town.,Urgent
Urgent complaint regarding hospital medicine shortage. Needs quick attention at village.,Urgent
Urgent complaint regarding need new school. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding need new school. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding need new school. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding need new school. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding need new school. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding need new school. Needs quick attention at main road.,Urgent
Urgent complaint regarding need new school. Needs quick attention at school zone.,Urgent
Urgent complaint regarding need new school. Needs quick attention at town.,Urgent
Urgent complaint regarding need new school. Needs quick attention at town.,Urgent
Urgent complaint regarding need overhead water tank. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding need overhead water tank. Needs quick attention at city.,Urgent
Urgent complaint regarding need overhead water tank. Needs quick attention at city.,Urgent
Urgent complaint regarding need overhead water tank. Needs quick attention at city.,Urgent
Urgent complaint regarding need overhead water tank. Needs quick attention at main road.,Urgent
Urgent complaint regarding need overhead water tank. Needs quick attention at town.,Urgent
Urgent complaint regarding public toilet maintenance. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding public toilet maintenance. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding public toilet maintenance. Needs quick attention at school zone.,Urgent
Urgent complaint regarding public toilet maintenance. Needs quick attention at town.,Urgent
Urgent complaint regarding public toilet maintenance. Needs quick attention at town.,Urgent
Urgent complaint regarding public toilet maintenance. Needs quick attention at village.,Urgent
Urgent complaint regarding public toilet maintenance. Needs quick attention at village.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at city.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at city.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at highway.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at school zone.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at village.,Urgent
Urgent complaint regarding school building damage. Needs quick attention at village.,Urgent
Urgent complaint regarding sewage overflow. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding sewage overflow. Needs quick attention at city.,Urgent
Urgent complaint regarding sewage overflow. Needs quick attention at city.,Urgent
Urgent complaint regarding sewage overflow. Needs quick attention at market area.,Urgent
Urgent complaint regarding sewage overflow. Needs quick attention at village.,Urgent
Urgent complaint regarding sewage overflow. Needs quick attention at village.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at highway.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at main road.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at main road.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at main road.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at market area.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at market area.,Urgent
Urgent complaint regarding solar street lights installation. Needs quick attention at village.,Urgent
Urgent complaint regarding sports ground request. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding sports ground request. Needs quick attention at city.,Urgent
Urgent complaint regarding sports ground request. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding sports ground request. Needs quick attention at school zone.,Urgent
Urgent complaint regarding sports ground request. Needs quick attention at school zone.,Urgent
Urgent complaint regarding sports ground request. Needs quick attention at school zone.,Urgent
Urgent complaint regarding sports ground request. Needs quick attention at town.,Urgent
Urgent complaint regarding sports ground request. Needs quick attention at town.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at bus stand.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at city.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at city.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at highway.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at hospital area.,Urgent
 I want to arrange protest political  Demonstration  Agitation  Rally  Sit-in  March  Campaign   Boycott  Strike  Walkout  Hartal  Picketing  Hunger strike  Civil disobedience  Conference  Summit  Emergency meeting  Assembly  Convention  Press conference  Gathering  Forum  Session on 13th august 2022 at chennai Main road.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at market area.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at market area.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at residential colony.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at school zone.,Urgent
we want permission to arrange  conference on 29th aug at trichy high traffic main road from 10am to 5pm,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at village.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at village.,Urgent
Urgent complaint regarding streetlight failure. Needs quick attention at village.,Urgent
Urgent complaint regarding water supply shortage. Needs quick attention at highway.,Urgent
Urgent complaint regarding water supply shortage. Needs quick attention at hospital area.,Urgent
Urgent complaint regarding water supply shortage. Needs quick attention at market area.,Urgent
water supply shortage has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
water supply shortage has created unsafe conditions in market area. Needs urgent fix.,Urgent
water supply shortage has created unsafe conditions in village. Needs urgent fix.,Urgent
water supply shortage has created unsafe conditions in village. Needs urgent fix.,Urgent
